,OR,pval,p_adj,genes,source
transforming growth factor beta binding,0.9158372620918457,0.671641082602463,1.0,WFIKKN2,Pure_NetAn_GO
host-mediated suppression of symbiont invasion,0.9158372620918457,0.671641082602463,1.0,TRIM25,Pure_NetAn_GO
regulation of calcium ion transport,0.9158372620918457,0.671641082602463,1.0,SLN,Pure_NetAn_GO
SUMO transferase activity,0.9158372620918457,0.671641082602463,1.0,CDKN2A,Pure_NetAn_GO
lipid homeostasis,0.8595631217311045,0.6790238145185229,1.0,"ACACA, NFE2L1",Pure_NetAn_GO
cellular defense response,0.8595631217311045,0.6790238145185229,1.0,"BECN1, VEZF1",Pure_NetAn_GO
positive regulation of blood vessel endothelial cell migration,0.8595631217311045,0.6790238145185229,1.0,"AKT1, STAT5A",Pure_NetAn_GO
microtubule motor activity,0.8595631217311045,0.6790238145185229,1.0,"DNAH2, KIF2B",Pure_NetAn_GO
fertilization,0.8595631217311045,0.6790238145185229,1.0,"KLHL10, LYZL6",Pure_NetAn_GO
cytokine activity,0.886083763503805,0.6793818766694883,1.0,"CCL4, CSF3, GRN, IL2, TNFSF12, TNFSF13, WNT3, WNT9B",Pure_NetAn_GO
cellular response to calcium ion,0.8535945402142585,0.6840996561615276,1.0,"BRAF, NEUROD2, RYR1",Pure_NetAn_GO
autophagosome assembly,0.8535945402142585,0.6840996561615276,1.0,"BECN1, GABARAP, RB1CC1",Pure_NetAn_GO
positive regulation of protein phosphorylation,0.8535945402142585,0.6840996561615276,1.0,"EGFR, RIPK1, XBP1",Pure_NetAn_GO
positive regulation of interferon-alpha production,0.8776355421686747,0.6865379628648103,1.0,MMP12,Pure_NetAn_GO
nuclear localization sequence binding,0.8776355421686747,0.6865379628648103,1.0,KPNB1,Pure_NetAn_GO
nuclear-transcribed mRNA poly(A) tail shortening,0.8776355421686747,0.6865379628648103,1.0,MLH1,Pure_NetAn_GO
filopodium assembly,0.8776355421686747,0.6865379628648103,1.0,PPP1R9B,Pure_NetAn_GO
protein K48-linked deubiquitination,0.8776355421686747,0.6865379628648103,1.0,BAP1,Pure_NetAn_GO
post-transcriptional regulation of gene expression,0.8776355421686747,0.6865379628648103,1.0,PER1,Pure_NetAn_GO
positive regulation of mesenchymal cell proliferation,0.8776355421686747,0.6865379628648103,1.0,BMPR1A,Pure_NetAn_GO
glycosphingolipid biosynthetic process,0.8776355421686747,0.6865379628648103,1.0,FUT4,Pure_NetAn_GO
positive regulation of exocytosis,0.8776355421686747,0.6865379628648103,1.0,EXPH5,Pure_NetAn_GO
proton motive force-driven ATP synthesis,0.8776355421686747,0.6865379628648103,1.0,ATP5MC1,Pure_NetAn_GO
TBP-class protein binding,0.8776355421686747,0.6865379628648103,1.0,THRA,Pure_NetAn_GO
dendrite cytoplasm,0.8776355421686747,0.6865379628648103,1.0,DLG4,Pure_NetAn_GO
megakaryocyte development,0.8776355421686747,0.6865379628648103,1.0,MED1,Pure_NetAn_GO
acyl-CoA metabolic process,0.8776355421686747,0.6865379628648103,1.0,ACSF2,Pure_NetAn_GO
artery morphogenesis,0.8776355421686747,0.6865379628648103,1.0,NF1,Pure_NetAn_GO
oligodendrocyte development,0.8776355421686747,0.6865379628648103,1.0,EIF2B5,Pure_NetAn_GO
retina layer formation,0.8776355421686747,0.6865379628648103,1.0,LHX1,Pure_NetAn_GO
insulin receptor binding,0.8776355421686747,0.6865379628648103,1.0,SHC1,Pure_NetAn_GO
positive regulation of JUN kinase activity,0.8776355421686747,0.6865379628648103,1.0,DVL2,Pure_NetAn_GO
"synaptic transmission, cholinergic",0.8776355421686747,0.6865379628648103,1.0,CHRNB1,Pure_NetAn_GO
COPII vesicle coating,0.8776355421686747,0.6865379628648103,1.0,TRAPPC1,Pure_NetAn_GO
myosin II complex,0.8776355421686747,0.6865379628648103,1.0,MYL4,Pure_NetAn_GO
myeloid cell differentiation,0.8776355421686747,0.6865379628648103,1.0,HOXB7,Pure_NetAn_GO
laminin binding,0.8776355421686747,0.6865379628648103,1.0,ITGA3,Pure_NetAn_GO
leukocyte migration,0.8776355421686747,0.6865379628648103,1.0,ITGA3,Pure_NetAn_GO
maturation of SSU-rRNA,0.8776355421686747,0.6865379628648103,1.0,DDX52,Pure_NetAn_GO
myosin binding,0.8776355421686747,0.6865379628648103,1.0,HAP1,Pure_NetAn_GO
synaptic cleft,0.8776355421686747,0.6865379628648103,1.0,C1QL1,Pure_NetAn_GO
negative regulation of interleukin-10 production,0.8776355421686747,0.6865379628648103,1.0,EPX,Pure_NetAn_GO
retinoic acid metabolic process,0.8776355421686747,0.6865379628648103,1.0,SCPEP1,Pure_NetAn_GO
regulation of focal adhesion assembly,0.8776355421686747,0.6865379628648103,1.0,DUSP3,Pure_NetAn_GO
anaphase-promoting complex-dependent catabolic process,0.8776355421686747,0.6865379628648103,1.0,CDC27,Pure_NetAn_GO
growth cone,0.8626801295610788,0.687499169112157,1.0,"HAP1, IGF2BP1, MAPT, NGFR, PPP1R9B",Pure_NetAn_GO
"DNA-binding transcription repressor activity, RNA polymerase II-specific",0.8919660633889975,0.6899607393263348,1.0,"DLX4, HOXB13, HOXB8, JUN, MITF, MLX, NFE2L1, NR1D1, SP2, TBX21, TP53, ZBTB4",Pure_NetAn_GO
calcium channel activity,0.8421730382293763,0.6925152539506755,1.0,"CUL5, RYR1, TRPC6",Pure_NetAn_GO
sequence-specific DNA binding,0.8865962556247231,0.6928323389870576,1.0,"DLX4, HLF, HOXB13, HOXB2, IKZF3, MAPT, MEOX1, MMP12, POU2AF2, TBX21, ZBTB4",Pure_NetAn_GO
positive regulation of interleukin-6 production,0.8420140986908359,0.6992240371832452,1.0,"POU2AF1, STAT3, TMEM106A, XBP1",Pure_NetAn_GO
cellular response to heat,0.82577593851611,0.6993787633811972,1.0,"MAPT, NF1",Pure_NetAn_GO
skeletal muscle tissue development,0.82577593851611,0.6993787633811972,1.0,"HSD17B1, NF1",Pure_NetAn_GO
proximal/distal pattern formation,0.8424899598393575,0.7007596534688506,1.0,HOXB9,Pure_NetAn_GO
spectrin binding,0.8424899598393575,0.7007596534688506,1.0,MYO7A,Pure_NetAn_GO
cellular response to copper ion,0.8424899598393575,0.7007596534688506,1.0,BECN1,Pure_NetAn_GO
cell-cell junction organization,0.8424899598393575,0.7007596534688506,1.0,NF2,Pure_NetAn_GO
centriole replication,0.8424899598393575,0.7007596534688506,1.0,CNTROB,Pure_NetAn_GO
hyaluronic acid binding,0.8424899598393575,0.7007596534688506,1.0,LAYN,Pure_NetAn_GO
bone morphogenesis,0.8424899598393575,0.7007596534688506,1.0,MMP13,Pure_NetAn_GO
organelle membrane,0.8424899598393575,0.7007596534688506,1.0,RYR1,Pure_NetAn_GO
gastrulation,0.8424899598393575,0.7007596534688506,1.0,TP53,Pure_NetAn_GO
"alternative mRNA splicing, via spliceosome",0.8424899598393575,0.7007596534688506,1.0,SRSF1,Pure_NetAn_GO
positive regulation of cardiac muscle hypertrophy,0.8424899598393575,0.7007596534688506,1.0,BECN1,Pure_NetAn_GO
regulatory ncRNA-mediated gene silencing,0.8424899598393575,0.7007596534688506,1.0,PIWIL4,Pure_NetAn_GO
regulation of neuron differentiation,0.8424899598393575,0.7007596534688506,1.0,CDK5RAP3,Pure_NetAn_GO
receptor antagonist activity,0.8424899598393575,0.7007596534688506,1.0,WFIKKN2,Pure_NetAn_GO
protein K63-linked deubiquitination,0.8424899598393575,0.7007596534688506,1.0,STAMBPL1,Pure_NetAn_GO
protein phosphatase 1 binding,0.8424899598393575,0.7007596534688506,1.0,PPP1R9B,Pure_NetAn_GO
protein kinase A regulatory subunit binding,0.8424899598393575,0.7007596534688506,1.0,AKAP1,Pure_NetAn_GO
activin receptor signaling pathway,0.8424899598393575,0.7007596534688506,1.0,BMPR1A,Pure_NetAn_GO
positive regulation of natural killer cell mediated cytotoxicity,0.8424899598393575,0.7007596534688506,1.0,STAT5B,Pure_NetAn_GO
positive regulation of focal adhesion assembly,0.8424899598393575,0.7007596534688506,1.0,FMN1,Pure_NetAn_GO
protein tetramerization,0.8424899598393575,0.7007596534688506,1.0,TP53,Pure_NetAn_GO
regulation of proteasomal protein catabolic process,0.8424899598393575,0.7007596534688506,1.0,PSME3,Pure_NetAn_GO
vacuolar acidification,0.8424899598393575,0.7007596534688506,1.0,ATP6V0A1,Pure_NetAn_GO
protein tyrosine phosphatase activity,0.8310521020862014,0.7007606882304904,1.0,"DUSP3, MTMR3, PTEN",Pure_NetAn_GO
biological_process,0.8336374422940783,0.7063342413144049,1.0,"AARSD1, ANKRD40, SLC35F2, ZC3H12C",Pure_NetAn_GO
protein homooligomerization,0.8418548387096774,0.7069963018367005,1.0,"BLM, CEP57, KCTD11, MAPT, MPP2",Pure_NetAn_GO
skeletal system development,0.8418548387096774,0.7069963018367005,1.0,"COL18A1, COL1A1, HES7, NOG, WFIKKN2",Pure_NetAn_GO
negative regulation of ERK1 and ERK2 cascade,0.8202200214272649,0.7088366919976904,1.0,"DUSP3, PHB1, XBP1",Pure_NetAn_GO
positive regulation of osteoblast differentiation,0.8202200214272649,0.7088366919976904,1.0,"BMPR1A, WNT3, YAP1",Pure_NetAn_GO
regulation of protein localization,0.8202200214272649,0.7088366919976904,1.0,"ITGB3, MMD, TRIM25",Pure_NetAn_GO
ERK1 and ERK2 cascade,0.8098569771936606,0.7091481113411412,1.0,"BRAF, WNK4",Pure_NetAn_GO
epithelial to mesenchymal transition,0.8098569771936606,0.7091481113411412,1.0,"NOG, SP6",Pure_NetAn_GO
regulation of embryonic development,0.8098569771936606,0.7091481113411412,1.0,"KAT2A, TADA2A",Pure_NetAn_GO
response to calcium ion,0.8098569771936606,0.7091481113411412,1.0,"EGFR, TTN",Pure_NetAn_GO
response to unfolded protein,0.8098569771936606,0.7091481113411412,1.0,"HERPUD1, HSPB2",Pure_NetAn_GO
mitochondrial cytochrome c oxidase assembly,0.8100478838430646,0.71433672753327,1.0,COA3,Pure_NetAn_GO
positive regulation of cholesterol efflux,0.8100478838430646,0.71433672753327,1.0,GPS2,Pure_NetAn_GO
cellular response to interleukin-4,0.8100478838430646,0.71433672753327,1.0,XBP1,Pure_NetAn_GO
negative regulation of inflammatory response to antigenic stimulus,0.8100478838430646,0.71433672753327,1.0,PLK2,Pure_NetAn_GO
protein localization to membrane,0.8100478838430646,0.71433672753327,1.0,NMT1,Pure_NetAn_GO
motile cilium assembly,0.8100478838430646,0.71433672753327,1.0,MKS1,Pure_NetAn_GO
positive regulation of receptor internalization,0.8100478838430646,0.71433672753327,1.0,ATAD1,Pure_NetAn_GO
calcium channel complex,0.8100478838430646,0.71433672753327,1.0,RYR1,Pure_NetAn_GO
response to type II interferon,0.8100478838430646,0.71433672753327,1.0,CALCOCO2,Pure_NetAn_GO
PcG protein complex,0.8100478838430646,0.71433672753327,1.0,PCGF2,Pure_NetAn_GO
bile acid biosynthetic process,0.8100478838430646,0.71433672753327,1.0,OSBPL7,Pure_NetAn_GO
long-chain fatty acid metabolic process,0.8100478838430646,0.71433672753327,1.0,ACSF2,Pure_NetAn_GO
protein-lysine N-methyltransferase activity,0.8100478838430646,0.71433672753327,1.0,EZH1,Pure_NetAn_GO
U12-type spliceosomal complex,0.8100478838430646,0.71433672753327,1.0,ZMAT5,Pure_NetAn_GO
tRNA modification,0.8100478838430646,0.71433672753327,1.0,ELP5,Pure_NetAn_GO
nucleic acid binding,0.8285179070358141,0.719512840774795,1.0,"AARSD1, DBF4B, ENDOD1, YBX2, ZNF385C",Pure_NetAn_GO
protein tyrosine kinase activity,0.8285179070358141,0.719512840774795,1.0,"EGFR, ERBB2, RET, TNK1, TTN",Pure_NetAn_GO
proteasome-mediated ubiquitin-dependent protein catabolic process,0.8783733952084598,0.7226442418246262,1.0,"AKT1, APC, AXIN2, BIRC2, CUL5, KBTBD3, KLHL10, KLHL11, NAGLU, PEX12, PSMB3, PSMD3, SOCS7, SPOP, TBX21",Pure_NetAn_GO
symbiont entry into host cell,0.8094740103803548,0.7269287913463335,1.0,"EFNB3, EGFR, ITGB3, PHB1",Pure_NetAn_GO
natural killer cell activation,0.7800089245872378,0.7272983751302906,1.0,IL2,Pure_NetAn_GO
positive regulation of lamellipodium assembly,0.7800089245872378,0.7272983751302906,1.0,PIK3CA,Pure_NetAn_GO
enzyme regulator activity,0.7800089245872378,0.7272983751302906,1.0,PSMD3,Pure_NetAn_GO
regulation of intracellular pH,0.7800089245872378,0.7272983751302906,1.0,SLC4A1,Pure_NetAn_GO
mRNA 3'-end processing,0.7800089245872378,0.7272983751302906,1.0,CDC73,Pure_NetAn_GO
midbrain development,0.7800089245872378,0.7272983751302906,1.0,KAT2A,Pure_NetAn_GO
nuclear import signal receptor activity,0.7800089245872378,0.7272983751302906,1.0,KPNB1,Pure_NetAn_GO
response to zinc ion,0.7800089245872378,0.7272983751302906,1.0,CPS1,Pure_NetAn_GO
positive regulation of Rho protein signal transduction,0.7800089245872378,0.7272983751302906,1.0,ERBB2,Pure_NetAn_GO
K63-linked polyubiquitin modification-dependent protein binding,0.7800089245872378,0.7272983751302906,1.0,ASCC2,Pure_NetAn_GO
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",0.7800089245872378,0.7272983751302906,1.0,CYP19A1,Pure_NetAn_GO
catalytic activity,0.7800089245872378,0.7272983751302906,1.0,HSD17B1,Pure_NetAn_GO
multicellular organismal-level iron ion homeostasis,0.7800089245872378,0.7272983751302906,1.0,NAGLU,Pure_NetAn_GO
"proton-transporting ATPase activity, rotational mechanism",0.7800089245872378,0.7272983751302906,1.0,ATP6V0A1,Pure_NetAn_GO
signal transduction involved in regulation of gene expression,0.7800089245872378,0.7272983751302906,1.0,EPCAM,Pure_NetAn_GO
acetylcholine binding,0.7800089245872378,0.7272983751302906,1.0,CHRNB1,Pure_NetAn_GO
DNA replication initiation,0.7800089245872378,0.7272983751302906,1.0,CDC6,Pure_NetAn_GO
B cell homeostasis,0.7800089245872378,0.7272983751302906,1.0,IL7R,Pure_NetAn_GO
vesicle docking involved in exocytosis,0.7800089245872378,0.7272983751302906,1.0,STXBP1,Pure_NetAn_GO
protein targeting to lysosome,0.7800089245872378,0.7272983751302906,1.0,BECN1,Pure_NetAn_GO
regulation of G0 to G1 transition,0.779787828029034,0.7278900386199729,1.0,"CDKN2B, SMARCE1",Pure_NetAn_GO
erythrocyte differentiation,0.779787828029034,0.7278900386199729,1.0,"STAT5B, THRA",Pure_NetAn_GO
regulation of macroautophagy,0.779787828029034,0.7278900386199729,1.0,"ATP6V0A1, BECN1",Pure_NetAn_GO
positive regulation of epithelial to mesenchymal transition,0.779787828029034,0.7278900386199729,1.0,"AXIN2, COL1A1",Pure_NetAn_GO
microtubule-based movement,0.779787828029034,0.7278900386199729,1.0,"KIF18B, KIF2B",Pure_NetAn_GO
cell junction,0.8367137281910009,0.7282075667495073,1.0,"CDH1, CTNNA1, DLG4, EGFR, LCP1, RAD51C, YAP1",Pure_NetAn_GO
transcription by RNA polymerase II,0.8488407980973476,0.7291847531007416,1.0,"CDK12, ERCC3, IL2, LHX1, POLR2A, STAT5B, THRA, XBP1, YBX2",Pure_NetAn_GO
calmodulin binding,0.8413751263902932,0.7307735019671986,1.0,"AKT1, EGFR, EWSR1, MYO7A, NGFR, RYR1, TTN, VAMP2",Pure_NetAn_GO
positive regulation of MAPK cascade,0.8413751263902932,0.7307735019671986,1.0,"ALOX12B, EGFR, ERBB2, IGFBP4, RET, SHC1, SPAG9, TMEM106A",Pure_NetAn_GO
cell surface receptor signaling pathway via JAK-STAT,0.7893485915492958,0.732057845376058,1.0,"STAT3, STAT5A, STAT5B",Pure_NetAn_GO
virus receptor activity,0.7893485915492958,0.732057845376058,1.0,"EFNB3, EGFR, ITGB3",Pure_NetAn_GO
positive regulation of apoptotic process,0.8648856385715756,0.7323886781341826,1.0,"APC, ATM, BARD1, CDKN2A, EIF2B5, ERCC3, JUN, NF1, RIPK1, SEPTIN4, TOP2A, TP53, UBE2Z",Pure_NetAn_GO
ubiquitin ligase complex,0.8017263703064307,0.7335492892584357,1.0,"BARD1, BRCA1, DCUN1D5, MED1",Pure_NetAn_GO
negative regulation of DNA-templated transcription,0.8971959415372569,0.7335554435841886,1.0,"BAP1, BRCA1, CBX1, CDKN1B, CDKN2A, CHD3, CRYAB, HDAC5, HEXIM2, HSF5, JUN, LHX1, MBTD1, MEN1, MLX, NPAT, NR1D1, PER1, PHB1, RARA, SHC1, SMARCE1, TBX21, THRA, TOB1, TP53, ZBTB4",Pure_NetAn_GO
negative regulation of DNA-binding transcription factor activity,0.7655733211512106,0.7368710048227468,1.0,"MEN1, SUFU",Pure_NetAn_GO
negative regulation of fat cell differentiation,0.7655733211512106,0.7368710048227468,1.0,"GPS2, YAP1",Pure_NetAn_GO
cytokine-mediated signaling pathway,0.8196757833488408,0.7373355118603916,1.0,"AKT1, CSF3, IL7R, STAT3, STAT5A, STAT5B",Pure_NetAn_GO
regulation of RNA splicing,0.7795662866085401,0.739466575941313,1.0,"ATXN7L3, KAT2A, SRSF1",Pure_NetAn_GO
locomotory behavior,0.7795662866085401,0.739466575941313,1.0,"C1QL1, PPP1R1B, PTEN",Pure_NetAn_GO
positive regulation of epidermal growth factor receptor signaling pathway,0.7521156052782558,0.7396724657909086,1.0,HAP1,Pure_NetAn_GO
phagocytic cup,0.7521156052782558,0.7396724657909086,1.0,LCP1,Pure_NetAn_GO
phototransduction,0.7521156052782558,0.7396724657909086,1.0,GNGT2,Pure_NetAn_GO
aminopeptidase activity,0.7521156052782558,0.7396724657909086,1.0,NPEPPS,Pure_NetAn_GO
U2-type spliceosomal complex,0.7521156052782558,0.7396724657909086,1.0,CWC25,Pure_NetAn_GO
"phosphatidylinositol-3,4-bisphosphate binding",0.7521156052782558,0.7396724657909086,1.0,AKT1,Pure_NetAn_GO
negative regulation of T cell receptor signaling pathway,0.7521156052782558,0.7396724657909086,1.0,DUSP3,Pure_NetAn_GO
myelin sheath,0.7521156052782558,0.7396724657909086,1.0,ERBB2,Pure_NetAn_GO
filamentous actin,0.7521156052782558,0.7396724657909086,1.0,LDB3,Pure_NetAn_GO
protein transmembrane transporter activity,0.7521156052782558,0.7396724657909086,1.0,PEX12,Pure_NetAn_GO
positive regulation of viral genome replication,0.7521156052782558,0.7396724657909086,1.0,CCL5,Pure_NetAn_GO
dephosphorylation,0.7521156052782558,0.7396724657909086,1.0,DUSP3,Pure_NetAn_GO
estrogen metabolic process,0.7521156052782558,0.7396724657909086,1.0,HSD17B1,Pure_NetAn_GO
actin monomer binding,0.7521156052782558,0.7396724657909086,1.0,MYL4,Pure_NetAn_GO
fibrillar center,0.8143484912600502,0.7427142586432611,1.0,"ACACA, COIL, FHIT, HOXB5, MAP3K14, UBTF",Pure_NetAn_GO
trans-Golgi network,0.8225720896111958,0.7434404971831247,1.0,"ARL5C, BECN1, CDH1, FUT4, GRN, SLC2A4, VAMP2",Pure_NetAn_GO
flavin adenine dinucleotide binding,0.7518664752333094,0.745597833555059,1.0,"ACADVL, SDHA",Pure_NetAn_GO
cellular response to cAMP,0.7518664752333094,0.745597833555059,1.0,"CPS1, FDX1",Pure_NetAn_GO
hormone activity,0.7866655372655316,0.7464265378815398,1.0,"GAST, GIP, PPY, PYY",Pure_NetAn_GO
cadherin binding,0.8493462544223965,0.7479050898354076,1.0,"APC, CDH1, CTNNA1, CTNNA2, EGFR, JUP, LASP1, LRRC59, MRE11, RDX, TRIM25, UBFD1",Pure_NetAn_GO
actin binding,0.8440021616499608,0.7485914079478386,1.0,"DIXDC1, FMN1, LCP1, LDB3, MAPT, MYO19, NF2, RDX, SPATA32, TNS4, WIPF2",Pure_NetAn_GO
tRNA methylation,0.7261459631629968,0.7514856081879987,1.0,ALKBH8,Pure_NetAn_GO
positive regulation of axon extension,0.7261459631629968,0.7514856081879987,1.0,MAPT,Pure_NetAn_GO
histone deacetylase activity,0.7261459631629968,0.7514856081879987,1.0,HDAC5,Pure_NetAn_GO
embryonic cranial skeleton morphogenesis,0.7261459631629968,0.7514856081879987,1.0,WNT9B,Pure_NetAn_GO
response to tumor necrosis factor,0.7261459631629968,0.7514856081879987,1.0,RIPK1,Pure_NetAn_GO
bile acid and bile salt transport,0.7261459631629968,0.7514856081879987,1.0,ABCC3,Pure_NetAn_GO
myosin complex,0.7261459631629968,0.7514856081879987,1.0,MYO19,Pure_NetAn_GO
SWI/SNF complex,0.7261459631629968,0.7514856081879987,1.0,SMARCE1,Pure_NetAn_GO
negative regulation of type I interferon production,0.7261459631629968,0.7514856081879987,1.0,DHX58,Pure_NetAn_GO
negative regulation of interleukin-2 production,0.7261459631629968,0.7514856081879987,1.0,TBX21,Pure_NetAn_GO
anterograde axonal transport,0.7261459631629968,0.7514856081879987,1.0,HAP1,Pure_NetAn_GO
clathrin-coated vesicle membrane,0.7261459631629968,0.7514856081879987,1.0,ATP6V0A1,Pure_NetAn_GO
ubiquitin conjugating enzyme binding,0.7261459631629968,0.7514856081879987,1.0,DCUN1D5,Pure_NetAn_GO
DNA methylation-dependent constitutive heterochromatin formation,0.7261459631629968,0.7514856081879987,1.0,PPM1D,Pure_NetAn_GO
DNA-binding transcription factor activity,0.8733936676618356,0.7517264147065272,1.0,"DLX3, DLX4, HNF1B, HOXB7, HOXB9, IKZF3, JUN, LHX1, MEOX1, MLX, NEUROD2, NFE2L1, RARA, SOX15, STAT3, STAT5A, STAT5B, THRA, TP53, XBP1",Pure_NetAn_GO
modulation of chemical synaptic transmission,0.7607088313010594,0.7537950446626417,1.0,"DGKE, GRIA4, NLGN2",Pure_NetAn_GO
cholesterol metabolic process,0.7607088313010594,0.7537950446626417,1.0,"FDX1, NFE2L1, STARD3",Pure_NetAn_GO
azurophil granule membrane,0.7386405712774399,0.7540750878830027,1.0,"CD68, RAB5C",Pure_NetAn_GO
protein polyubiquitination,0.7909137763764249,0.7547524534458804,1.0,"BIRC2, CDKN2A, NPEPPS, PEX12, SPOP",Pure_NetAn_GO
response to lipopolysaccharide,0.7909137763764249,0.7547524534458804,1.0,"CCR7, CNP, CPS1, MPO, NAGLU",Pure_NetAn_GO
neuropeptide signaling pathway,0.7721573953453994,0.758823008051325,1.0,"HCRT, NXPH3, PPY, PYY",Pure_NetAn_GO
Cajal body,0.7849738204140587,0.7602910595090557,1.0,"COIL, EFTUD2, NPAT, RDM1, WRAP53",Pure_NetAn_GO
neuronal cell body,0.8477958141430251,0.7617996339502136,1.0,"BMPR1A, CYP17A1, GIP, GRIA4, IGF2BP1, KREMEN1, MAPT, MPL, PLXDC1, PPP1R1B, PPP1R9B, RET, SNCG, TBX21",Pure_NetAn_GO
phosphatidylserine binding,0.725870732975221,0.7623074395188425,1.0,"GSDMA, GSDMB",Pure_NetAn_GO
axoneme assembly,0.7019076305220884,0.7627632071245742,1.0,HOATZ,Pure_NetAn_GO
dendrite membrane,0.7019076305220884,0.7627632071245742,1.0,MPP2,Pure_NetAn_GO
aspartic-type endopeptidase activity,0.7019076305220884,0.7627632071245742,1.0,DDI1,Pure_NetAn_GO
